video,video_index,material,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,bbox_x,bbox_y,bbox_w,bbox_h,roi_x1,roi_y1,roi_x2,roi_y2,delta_x,delta_y,tracking_status
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1784,29.733,466,243,455,230,18,21,316,93,616,393,2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1785,29.75,464,241,456,230,18,21,314,91,614,391,-2,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1786,29.767,463,241,455,230,18,21,313,91,613,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1787,29.783,463,240,455,229,18,21,313,90,613,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1788,29.8,463,241,455,230,18,21,313,91,613,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1789,29.817,463,240,454,229,18,21,313,90,613,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1790,29.833,463,240,454,229,18,21,313,90,613,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1791,29.85,462,243,453,233,18,21,312,93,612,393,-1,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1792,29.867,463,240,455,229,18,21,313,90,613,390,1,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1793,29.883,464,240,456,229,18,21,314,90,614,390,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1794,29.9,464,242,456,231,18,21,314,92,614,392,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1795,29.917,464,239,456,227,18,21,314,89,614,389,0,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1796,29.933,464,240,456,229,18,21,314,90,614,390,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1797,29.95,466,243,455,230,18,21,316,93,616,393,2,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1798,29.967,465,240,458,229,18,21,315,90,615,390,-1,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1799,29.983,465,240,457,229,18,21,315,90,615,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1800,30.0,465,240,457,229,18,21,315,90,615,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1801,30.017,463,239,455,228,18,21,313,89,613,389,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1802,30.033,465,241,457,230,18,21,315,91,615,391,2,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1803,30.05,467,241,461,231,18,21,317,91,617,391,2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1804,30.067,470,246,464,238,18,21,320,96,620,396,3,5,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1805,30.083,463,241,454,230,18,21,313,91,613,391,-7,-5,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1806,30.1,463,241,454,230,18,21,313,91,613,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1807,30.117,462,241,453,230,18,21,312,91,612,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1808,30.133,464,239,456,228,18,21,314,89,614,389,2,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1809,30.15,466,242,455,230,18,21,316,92,616,392,2,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1810,30.167,463,240,455,229,18,21,313,90,613,390,-3,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1811,30.183,464,240,456,229,18,21,314,90,614,390,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1812,30.2,463,240,455,229,18,21,313,90,613,390,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1813,30.217,464,241,456,230,18,21,314,91,614,391,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1814,30.233,464,244,456,234,18,21,314,94,614,394,0,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1815,30.25,464,240,456,229,18,21,314,90,614,390,0,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1816,30.267,462,240,454,229,18,21,312,90,612,390,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1817,30.283,462,240,454,229,18,21,312,90,612,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1818,30.3,462,241,454,230,18,21,312,91,612,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1819,30.317,462,241,454,231,18,21,312,91,612,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1820,30.333,462,240,454,229,18,21,312,90,612,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1821,30.35,463,241,455,230,18,21,313,91,613,391,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1822,30.367,463,241,455,230,18,21,313,91,613,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1823,30.383,463,241,455,230,18,21,313,91,613,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1824,30.4,463,241,455,231,18,21,313,91,613,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1825,30.417,464,242,456,232,18,21,314,92,614,392,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1826,30.433,465,241,457,231,18,21,315,91,615,391,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1827,30.45,466,242,454,229,18,21,316,92,616,392,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1828,30.467,462,241,454,230,18,21,312,91,612,391,-4,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1829,30.483,464,241,456,230,18,21,314,91,614,391,2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1830,30.5,467,243,461,233,18,21,317,93,617,393,3,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1831,30.517,469,242,464,232,18,21,319,92,619,392,2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1832,30.533,469,242,464,232,18,21,319,92,619,392,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1833,30.55,471,242,466,232,18,21,321,92,621,392,2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1834,30.567,471,242,466,232,18,21,321,92,621,392,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1835,30.583,461,243,452,234,18,21,311,93,611,393,-10,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1836,30.6,460,243,451,234,18,21,310,93,610,393,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1837,30.617,467,241,460,231,18,21,317,91,617,391,7,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1838,30.633,469,243,463,234,18,21,319,93,619,393,2,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1839,30.65,471,244,466,235,18,21,321,94,621,394,2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1840,30.667,466,242,454,229,18,21,316,92,616,392,-5,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1841,30.683,462,241,454,230,18,21,312,91,612,391,-4,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1842,30.7,463,240,455,229,18,21,313,90,613,390,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1843,30.717,462,241,454,231,18,21,312,91,612,391,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1844,30.733,462,240,454,229,18,21,312,90,612,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1845,30.75,462,243,454,233,18,21,312,93,612,393,0,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1846,30.767,463,242,455,232,18,21,313,92,613,392,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1847,30.783,463,240,455,229,18,21,313,90,613,390,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1848,30.8,463,241,455,230,18,21,313,91,613,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1849,30.817,463,243,455,233,18,21,313,93,613,393,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1850,30.833,462,241,454,231,18,21,312,91,612,391,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1851,30.85,463,241,455,230,18,21,313,91,613,391,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1852,30.867,463,243,455,234,18,21,313,93,613,393,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1853,30.883,465,241,458,231,18,21,315,91,615,391,2,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1854,30.9,463,241,455,231,18,21,313,91,613,391,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1855,30.917,463,242,455,232,18,21,313,92,613,392,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1856,30.933,462,243,454,233,18,21,312,93,612,393,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1857,30.95,462,241,453,231,18,21,312,91,612,391,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1858,30.967,462,242,453,232,18,21,312,92,612,392,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1859,30.983,462,245,454,236,18,21,312,95,612,395,0,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1860,31.0,462,243,453,234,18,21,312,93,612,393,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1861,31.017,462,241,454,231,18,21,312,91,612,391,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1862,31.033,461,240,452,230,18,21,311,90,611,390,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1863,31.05,462,241,454,231,18,21,312,91,612,391,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1864,31.067,463,242,455,232,18,21,313,92,613,392,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1865,31.083,462,240,453,229,18,21,312,90,612,390,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1866,31.1,462,238,454,227,18,21,312,88,612,388,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1867,31.117,461,239,452,228,18,21,311,89,611,389,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1868,31.133,462,240,454,230,18,21,312,90,612,390,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1869,31.15,462,241,454,231,18,21,312,91,612,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1870,31.167,462,241,454,231,18,21,312,91,612,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1871,31.183,465,241,453,228,18,21,315,91,615,391,3,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1872,31.2,462,240,454,229,18,21,312,90,612,390,-3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1873,31.217,465,241,453,228,18,21,315,91,615,391,3,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1874,31.233,462,239,453,228,18,21,312,89,612,389,-3,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1875,31.25,466,240,459,230,18,21,316,90,616,390,4,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1876,31.267,463,242,455,233,18,21,313,92,613,392,-3,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1877,31.283,461,238,452,227,18,21,311,88,611,388,-2,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1878,31.3,465,241,453,228,18,21,315,91,615,391,4,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1879,31.317,462,239,453,228,18,21,312,89,612,389,-3,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1880,31.333,461,238,452,227,18,21,311,88,611,388,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1881,31.35,462,238,453,226,18,21,312,88,612,388,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1882,31.367,461,239,452,228,18,21,311,89,611,389,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1883,31.383,462,238,454,226,18,21,312,88,612,388,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1884,31.4,462,240,454,229,18,21,312,90,612,390,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1885,31.417,462,239,454,228,18,21,312,89,612,389,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1886,31.433,465,241,453,228,18,21,315,91,615,391,3,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1887,31.45,462,239,453,228,18,21,312,89,612,389,-3,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1888,31.467,462,238,453,227,18,21,312,88,612,388,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1889,31.483,462,238,453,226,18,21,312,88,612,388,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1890,31.5,462,239,453,228,18,21,312,89,612,389,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1891,31.517,461,238,452,227,18,21,311,88,611,388,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1892,31.533,465,241,453,228,18,21,315,91,615,391,4,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1893,31.55,465,241,453,228,23,21,315,91,615,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1894,31.567,465,240,453,227,23,21,315,90,615,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1895,31.583,464,241,452,228,23,21,314,91,614,391,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1896,31.6,464,241,452,228,23,21,314,91,614,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1897,31.617,464,240,451,227,23,21,314,90,614,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1898,31.633,464,240,452,227,23,21,314,90,614,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1899,31.65,464,241,451,228,23,21,314,91,614,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1900,31.667,464,240,452,226,23,21,314,90,614,390,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1901,31.683,463,239,450,225,23,21,313,89,613,389,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1902,31.7,464,239,451,225,23,21,314,89,614,389,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1903,31.717,464,238,451,224,23,21,314,88,614,388,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1904,31.733,463,237,450,223,23,21,313,87,613,387,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1905,31.75,464,239,452,225,23,21,314,89,614,389,1,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1906,31.767,463,237,450,223,23,21,313,87,613,387,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1907,31.783,461,237,448,223,23,21,311,87,611,387,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1908,31.8,465,241,453,228,23,21,315,91,615,391,4,4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1909,31.817,465,241,453,228,23,21,315,91,615,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1910,31.833,464,240,452,227,23,21,314,90,614,390,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1911,31.85,464,239,452,226,23,21,314,89,614,389,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1912,31.867,463,237,450,222,23,21,313,87,613,387,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1913,31.883,465,239,453,226,23,21,315,89,615,389,2,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1914,31.9,464,239,452,225,23,21,314,89,614,389,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1915,31.917,464,237,452,223,23,21,314,87,614,387,0,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1916,31.933,464,237,451,223,23,21,314,87,614,387,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1917,31.95,463,236,450,221,23,21,313,86,613,386,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1918,31.967,463,237,450,222,23,21,313,87,613,387,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1919,31.983,462,237,449,222,23,21,312,87,612,387,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1920,32.0,461,237,448,222,23,21,311,87,611,387,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1921,32.017,461,237,448,222,23,21,311,87,611,387,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1922,32.033,465,240,453,227,23,21,315,90,615,390,4,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1923,32.05,465,241,453,228,23,21,315,91,615,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1924,32.067,464,241,451,228,23,21,314,91,614,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1925,32.083,464,242,452,230,23,21,314,92,614,392,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1926,32.1,462,240,449,227,23,21,312,90,612,390,-2,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1927,32.117,461,239,448,226,23,21,311,89,611,389,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1928,32.133,461,240,447,227,23,21,311,90,611,390,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1929,32.15,461,242,447,230,23,21,311,92,611,392,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1930,32.167,461,244,447,232,23,21,311,94,611,394,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1931,32.183,465,240,453,227,23,21,315,90,615,390,4,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1932,32.2,465,241,453,228,23,21,315,91,615,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1933,32.217,464,240,451,227,23,21,314,90,614,390,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1934,32.233,464,241,452,228,23,21,314,91,614,391,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1935,32.25,464,241,451,228,23,21,314,91,614,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1936,32.267,463,241,450,229,23,21,313,91,613,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1937,32.283,463,241,450,228,23,21,313,91,613,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1938,32.3,462,241,449,228,23,21,312,91,612,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1939,32.317,462,241,449,229,23,21,312,91,612,391,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1940,32.333,461,241,448,229,23,21,311,91,611,391,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1941,32.35,462,241,449,229,23,21,312,91,612,391,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1942,32.367,462,243,449,231,23,21,312,93,612,393,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1943,32.383,462,242,449,230,23,21,312,92,612,392,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1944,32.4,462,243,449,232,23,21,312,93,612,393,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1945,32.417,462,243,449,232,23,21,312,93,612,393,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1946,32.433,461,243,448,232,23,21,311,93,611,393,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1947,32.45,462,244,449,233,23,21,312,94,612,394,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1948,32.467,461,244,448,233,23,21,311,94,611,394,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1949,32.483,461,243,448,232,23,21,311,93,611,393,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1950,32.5,465,240,453,227,23,21,315,90,615,390,4,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1951,32.517,464,240,452,227,23,21,314,90,614,390,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1952,32.533,464,240,452,227,23,21,314,90,614,390,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1953,32.55,464,239,452,226,23,21,314,89,614,389,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1954,32.567,464,240,451,227,23,21,314,90,614,390,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1955,32.583,464,239,451,226,23,21,314,89,614,389,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1956,32.6,464,238,451,225,23,21,314,88,614,388,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1957,32.617,463,239,451,226,23,21,313,89,613,389,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1958,32.633,463,238,451,224,23,21,313,88,613,388,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1959,32.65,463,238,450,225,23,21,313,88,613,388,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1960,32.667,463,239,451,226,23,21,313,89,613,389,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1961,32.683,463,239,451,226,23,21,313,89,613,389,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1962,32.7,463,238,451,225,23,21,313,88,613,388,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1963,32.717,463,238,451,225,23,21,313,88,613,388,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1964,32.733,464,238,452,225,23,21,314,88,614,388,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1965,32.75,464,237,452,223,23,21,314,87,614,387,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1966,32.767,463,236,451,222,23,21,313,86,613,386,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1967,32.783,464,236,452,222,23,21,314,86,614,386,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1968,32.8,464,235,452,220,23,21,314,85,614,385,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.13 AM.mp4,10,Copper,1969,32.817,463,235,451,220,23,21,313,85,613,385,-1,0,TRACKED
