video,video_index,material,split,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,crop_tip_x,crop_tip_y,roi_x1,roi_y1,roi_x2,roi_y2,crop_w,crop_h,laplacian_var,motion_score,tracking_status,category,crop_path
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,450,7.5,584,178,150,150,434,28,734,328,300,300,136.37,21.43,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000450.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,465,7.75,581,175,150,150,431,25,731,325,300,300,140.32,17.33,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000465.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,480,8.0,579,175,150,150,429,25,729,325,300,300,127.72,12.95,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000480.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,495,8.25,578,175,150,150,428,25,728,325,300,300,157.45,18.59,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000495.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,510,8.5,580,176,150,150,430,26,730,326,300,300,141.02,18.67,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000510.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,525,8.75,579,178,150,150,429,28,729,328,300,300,131.59,15.3,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000525.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,540,9.0,580,175,150,150,430,25,730,325,300,300,148.5,17.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000540.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,555,9.25,581,175,150,150,431,25,731,325,300,300,160.89,17.95,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000555.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,570,9.5,580,179,150,150,430,29,730,329,300,300,138.54,8.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000570.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,585,9.75,576,177,150,150,426,27,726,327,300,300,119.66,19.64,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000585.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,600,10.0,580,175,150,150,430,25,730,325,300,300,191.12,26.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000600.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,615,10.25,581,179,150,150,431,29,731,329,300,300,123.66,9.15,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000615.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,630,10.5,578,177,150,150,428,27,728,327,300,300,122.28,20.31,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000630.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,645,10.75,572,177,150,150,422,27,722,327,300,300,121.77,13.83,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000645.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,660,11.0,575,176,150,150,425,26,725,326,300,300,122.3,9.74,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000660.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,675,11.25,571,180,150,150,421,30,721,330,300,300,124.7,16.3,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000675.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,690,11.5,567,182,150,150,417,32,717,332,300,300,116.24,5.37,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000690.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,705,11.75,562,183,150,150,412,33,712,333,300,300,125.76,6.16,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000705.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,720,12.0,558,183,150,150,408,33,708,333,300,300,123.87,7.31,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000720.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,735,12.25,557,183,150,150,407,33,707,333,300,300,123.64,7.58,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000735.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,750,12.5,557,182,150,150,407,32,707,332,300,300,126.16,5.2,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000750.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,765,12.75,547,182,150,150,397,32,697,332,300,300,124.9,18.06,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000765.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,780,13.0,544,184,150,150,394,34,694,334,300,300,111.24,19.05,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000780.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,795,13.25,545,183,150,150,395,33,695,333,300,300,118.46,21.17,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000795.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,810,13.5,546,185,150,150,396,35,696,335,300,300,128.14,11.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000810.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,825,13.75,544,183,150,150,394,33,694,333,300,300,125.07,10.21,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000825.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,840,14.0,536,185,150,150,386,35,686,335,300,300,119.38,17.35,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000840.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,855,14.25,538,184,150,150,388,34,688,334,300,300,131.89,9.13,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000855.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,870,14.5,532,186,150,150,382,36,682,336,300,300,126.75,17.01,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000870.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,885,14.75,528,188,150,150,378,38,678,338,300,300,139.65,16.26,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000885.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,900,15.0,528,187,150,150,378,37,678,337,300,300,196.27,5.82,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000900.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,915,15.25,527,186,150,150,377,36,677,336,300,300,125.62,8.31,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000915.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,930,15.5,525,191,150,150,375,41,675,341,300,300,133.17,15.13,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000930.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,945,15.75,527,188,150,150,377,38,677,338,300,300,126.63,18.34,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000945.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,960,16.0,528,189,150,150,378,39,678,339,300,300,130.78,9.14,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000960.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,975,16.25,535,185,150,150,385,35,685,335,300,300,121.14,21.18,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000975.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,990,16.5,536,186,150,150,386,36,686,336,300,300,112.54,6.07,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_000990.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1005,16.75,545,183,150,150,395,33,695,333,300,300,118.54,8.07,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001005.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1020,17.0,548,182,150,150,398,32,698,332,300,300,120.1,21.36,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001020.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1035,17.25,553,183,150,150,403,33,703,333,300,300,121.15,5.85,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001035.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1050,17.5,552,181,150,150,402,31,702,331,300,300,111.35,9.63,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001050.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1065,17.75,550,181,150,150,400,31,700,331,300,300,113.88,6.84,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001065.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1080,18.0,560,181,150,150,410,31,710,331,300,300,115.53,18.76,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001080.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1095,18.25,561,177,150,150,411,27,711,327,300,300,125.89,4.71,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001095.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1110,18.5,563,180,150,150,413,30,713,330,300,300,116.08,20.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001110.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1125,18.75,568,182,150,150,418,32,718,332,300,300,115.34,11.99,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001125.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1140,19.0,573,178,150,150,423,28,723,328,300,300,112.21,20.62,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001140.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1155,19.25,576,179,150,150,426,29,726,329,300,300,107.5,4.82,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001155.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1170,19.5,577,176,150,150,427,26,727,326,300,300,105.06,7.02,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001170.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1185,19.75,579,177,150,150,429,27,729,327,300,300,110.27,18.73,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001185.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1200,20.0,582,176,150,150,432,26,732,326,300,300,160.67,14.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001200.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1215,20.25,584,174,150,150,434,24,734,324,300,300,123.22,8.05,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001215.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1230,20.5,582,176,150,150,432,26,732,326,300,300,110.9,3.92,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001230.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1245,20.75,577,176,150,150,427,26,727,326,300,300,117.53,23.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001245.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1260,21.0,574,174,150,150,424,24,724,324,300,300,109.69,20.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001260.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1275,21.25,575,173,150,150,425,23,725,323,300,300,102.45,5.05,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001275.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1290,21.5,570,173,150,150,420,23,720,323,300,300,106.08,16.65,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001290.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1305,21.75,570,174,150,150,420,24,720,324,300,300,103.17,5.28,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001305.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1320,22.0,570,174,150,150,420,24,720,324,300,300,96.25,8.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001320.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1335,22.25,566,172,150,150,416,22,716,322,300,300,105.44,18.26,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001335.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1350,22.5,564,175,150,150,414,25,714,325,300,300,102.14,22.22,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001350.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1365,22.75,561,170,150,150,411,20,711,320,300,300,104.23,28.44,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001365.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1380,23.0,557,171,150,150,407,21,707,321,300,300,106.21,19.92,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001380.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1395,23.25,557,170,150,150,407,20,707,320,300,300,96.22,11.78,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001395.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1410,23.5,556,169,150,150,406,19,706,319,300,300,103.89,12.89,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001410.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1425,23.75,557,169,150,150,407,19,707,319,300,300,102.93,12.44,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001425.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1440,24.0,551,167,150,150,401,17,701,317,300,300,101.16,9.15,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001440.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1455,24.25,548,167,150,150,398,17,698,317,300,300,94.38,8.09,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001455.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1470,24.5,548,165,150,150,398,15,698,315,300,300,99.97,15.84,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001470.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1485,24.75,546,166,150,150,396,16,696,316,300,300,101.44,18.85,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001485.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1500,25.0,543,166,150,150,393,16,693,316,300,300,157.24,27.89,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001500.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1515,25.25,542,164,150,150,392,14,692,314,300,300,106.42,10.56,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001515.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1530,25.5,541,165,150,150,391,15,691,315,300,300,105.73,15.25,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001530.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1545,25.75,537,168,150,150,387,18,687,318,300,300,108.21,18.71,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001545.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1560,26.0,539,165,150,150,389,15,689,315,300,300,92.54,17.33,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001560.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1575,26.25,538,165,150,150,388,15,688,315,300,300,95.11,12.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001575.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1590,26.5,532,164,150,150,382,14,682,314,300,300,97.79,17.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001590.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1605,26.75,531,163,150,150,381,13,681,313,300,300,103.62,17.56,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001605.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1620,27.0,531,166,150,150,381,16,681,316,300,300,101.07,7.75,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001620.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1635,27.25,525,161,150,150,375,11,675,311,300,300,106.7,11.49,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001635.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1650,27.5,525,158,150,150,375,8,675,308,300,300,106.06,22.82,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001650.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1665,27.75,521,162,150,150,371,12,671,312,300,300,118.83,21.73,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001665.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1680,28.0,516,164,150,150,366,14,666,314,300,300,98.57,4.23,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001680.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1695,28.25,517,160,150,150,367,10,667,310,300,300,93.17,13.53,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001695.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1710,28.5,517,158,150,150,367,8,667,308,300,300,102.42,20.69,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001710.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1725,28.75,515,158,150,150,365,8,665,308,300,300,102.09,19.53,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001725.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1740,29.0,513,157,150,150,363,7,663,307,300,300,98.82,7.35,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001740.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1755,29.25,513,155,150,150,363,5,663,305,300,300,94.27,4.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001755.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1770,29.5,513,157,150,150,363,7,663,307,300,300,100.85,16.64,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001770.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1785,29.75,507,155,150,150,357,5,657,305,300,300,98.18,11.74,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001785.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1800,30.0,506,154,150,150,356,4,656,304,300,300,165.3,5.07,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001800.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1815,30.25,506,152,150,150,356,2,656,302,300,300,110.78,3.98,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001815.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1830,30.5,503,152,150,150,353,2,653,302,300,300,100.94,10.13,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001830.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1845,30.75,504,155,150,150,354,5,654,305,300,300,99.25,7.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001845.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1860,31.0,508,159,150,150,358,9,658,309,300,300,98.99,11.89,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001860.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1875,31.25,519,160,150,150,369,10,669,310,300,300,96.11,23.44,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001875.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1890,31.5,524,162,150,150,374,12,674,312,300,300,99.08,24.68,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001890.jpg
WhatsApp Video 2026-08-11 at 6.55.15 AM.mp4,15,Mild Steel,test,1905,31.75,532,166,150,150,382,16,682,316,300,300,104.01,18.18,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.15_AM/crop_001905.jpg
